context	ending	target_occupation	attractor_1	attractor_2	attractor_3
Jake lives in Indonesia, Daniel lives in Warsaw, Joe lives in Santiago and Jack lives in Helsinki.	The capital of Jake's country is [MASK].	Jakarta	Warsaw	Santiago	Helsinki
Jake has a sister and now lives in Indonesia, Daniel lives in Warsaw, Joe lives in Santiago and Jack lives in Helsinki.	The capital of Jake's country is [MASK].	Jakarta	Warsaw	Santiago	Helsinki
Jake has a sister, played basketball and now lives in Indonesia, Daniel lives in Warsaw, Joe lives in Santiago and Jack lives in Helsinki.	The capital of Jake's country is [MASK].	Jakarta	Warsaw	Santiago	Helsinki
Jake has a sister, played basketball, sang in a choir and now lives in Indonesia, Daniel lives in Warsaw, Joe lives in Santiago and Jack lives in Helsinki.	The capital of Jake's country is [MASK].	Jakarta	Warsaw	Santiago	Helsinki
Daniel lives in Indonesia, Rowan lives in Warsaw, Joe lives in Santiago and John lives in Paris.	The capital of Daniel's country is [MASK].	Jakarta	Warsaw	Santiago	Paris
Daniel has a sister and now lives in Indonesia, Rowan lives in Warsaw, Joe lives in Santiago and John lives in Paris.	The capital of Daniel's country is [MASK].	Jakarta	Warsaw	Santiago	Paris
Daniel has a sister, played basketball and now lives in Indonesia, Rowan lives in Warsaw, Joe lives in Santiago and John lives in Paris.	The capital of Daniel's country is [MASK].	Jakarta	Warsaw	Santiago	Paris
Daniel has a sister, played basketball, sang in a choir and now lives in Indonesia, Rowan lives in Warsaw, Joe lives in Santiago and John lives in Paris.	The capital of Daniel's country is [MASK].	Jakarta	Warsaw	Santiago	Paris
John lives in Indonesia, Jack lives in Warsaw, Joe lives in Beijing and Rowan lives in Santiago.	The capital of John's country is [MASK].	Jakarta	Warsaw	Beijing	Santiago
John has a sister and now lives in Indonesia, Jack lives in Warsaw, Joe lives in Beijing and Rowan lives in Santiago.	The capital of John's country is [MASK].	Jakarta	Warsaw	Beijing	Santiago
John has a sister, played basketball and now lives in Indonesia, Jack lives in Warsaw, Joe lives in Beijing and Rowan lives in Santiago.	The capital of John's country is [MASK].	Jakarta	Warsaw	Beijing	Santiago
John has a sister, played basketball, sang in a choir and now lives in Indonesia, Jack lives in Warsaw, Joe lives in Beijing and Rowan lives in Santiago.	The capital of John's country is [MASK].	Jakarta	Warsaw	Beijing	Santiago
Joe lives in Indonesia, John lives in Warsaw, Rowan lives in Beijing and Daniel lives in Helsinki.	The capital of Joe's country is [MASK].	Jakarta	Warsaw	Beijing	Helsinki
Joe has a sister and now lives in Indonesia, John lives in Warsaw, Rowan lives in Beijing and Daniel lives in Helsinki.	The capital of Joe's country is [MASK].	Jakarta	Warsaw	Beijing	Helsinki
Joe has a sister, played basketball and now lives in Indonesia, John lives in Warsaw, Rowan lives in Beijing and Daniel lives in Helsinki.	The capital of Joe's country is [MASK].	Jakarta	Warsaw	Beijing	Helsinki
Joe has a sister, played basketball, sang in a choir and now lives in Indonesia, John lives in Warsaw, Rowan lives in Beijing and Daniel lives in Helsinki.	The capital of Joe's country is [MASK].	Jakarta	Warsaw	Beijing	Helsinki
Jack lives in Indonesia, Sebastian lives in Warsaw, John lives in Beijing and Daniel lives in Paris.	The capital of Jack's country is [MASK].	Jakarta	Warsaw	Beijing	Paris
Jack has a sister and now lives in Indonesia, Sebastian lives in Warsaw, John lives in Beijing and Daniel lives in Paris.	The capital of Jack's country is [MASK].	Jakarta	Warsaw	Beijing	Paris
Jack has a sister, played basketball and now lives in Indonesia, Sebastian lives in Warsaw, John lives in Beijing and Daniel lives in Paris.	The capital of Jack's country is [MASK].	Jakarta	Warsaw	Beijing	Paris
Jack has a sister, played basketball, sang in a choir and now lives in Indonesia, Sebastian lives in Warsaw, John lives in Beijing and Daniel lives in Paris.	The capital of Jack's country is [MASK].	Jakarta	Warsaw	Beijing	Paris
Sebastian lives in Indonesia, Jack lives in Warsaw, John lives in Helsinki and Joe lives in Santiago.	The capital of Sebastian's country is [MASK].	Jakarta	Warsaw	Helsinki	Santiago
Sebastian has a sister and now lives in Indonesia, Jack lives in Warsaw, John lives in Helsinki and Joe lives in Santiago.	The capital of Sebastian's country is [MASK].	Jakarta	Warsaw	Helsinki	Santiago
Sebastian has a sister, played basketball and now lives in Indonesia, Jack lives in Warsaw, John lives in Helsinki and Joe lives in Santiago.	The capital of Sebastian's country is [MASK].	Jakarta	Warsaw	Helsinki	Santiago
Sebastian has a sister, played basketball, sang in a choir and now lives in Indonesia, Jack lives in Warsaw, John lives in Helsinki and Joe lives in Santiago.	The capital of Sebastian's country is [MASK].	Jakarta	Warsaw	Helsinki	Santiago
Jack lives in Indonesia, Sebastian lives in Warsaw, Daniel lives in Helsinki and John lives in Beijing.	The capital of Jack's country is [MASK].	Jakarta	Warsaw	Helsinki	Beijing
Jack has a sister and now lives in Indonesia, Sebastian lives in Warsaw, Daniel lives in Helsinki and John lives in Beijing.	The capital of Jack's country is [MASK].	Jakarta	Warsaw	Helsinki	Beijing
Jack has a sister, played basketball and now lives in Indonesia, Sebastian lives in Warsaw, Daniel lives in Helsinki and John lives in Beijing.	The capital of Jack's country is [MASK].	Jakarta	Warsaw	Helsinki	Beijing
Jack has a sister, played basketball, sang in a choir and now lives in Indonesia, Sebastian lives in Warsaw, Daniel lives in Helsinki and John lives in Beijing.	The capital of Jack's country is [MASK].	Jakarta	Warsaw	Helsinki	Beijing
John lives in Indonesia, Jack lives in Warsaw, Daniel lives in Helsinki and Jake lives in Paris.	The capital of John's country is [MASK].	Jakarta	Warsaw	Helsinki	Paris
John has a sister and now lives in Indonesia, Jack lives in Warsaw, Daniel lives in Helsinki and Jake lives in Paris.	The capital of John's country is [MASK].	Jakarta	Warsaw	Helsinki	Paris
John has a sister, played basketball and now lives in Indonesia, Jack lives in Warsaw, Daniel lives in Helsinki and Jake lives in Paris.	The capital of John's country is [MASK].	Jakarta	Warsaw	Helsinki	Paris
John has a sister, played basketball, sang in a choir and now lives in Indonesia, Jack lives in Warsaw, Daniel lives in Helsinki and Jake lives in Paris.	The capital of John's country is [MASK].	Jakarta	Warsaw	Helsinki	Paris
Rowan lives in Indonesia, Joe lives in Warsaw, Sebastian lives in Paris and Jake lives in Santiago.	The capital of Rowan's country is [MASK].	Jakarta	Warsaw	Paris	Santiago
Rowan has a sister and now lives in Indonesia, Joe lives in Warsaw, Sebastian lives in Paris and Jake lives in Santiago.	The capital of Rowan's country is [MASK].	Jakarta	Warsaw	Paris	Santiago
Rowan has a sister, played basketball and now lives in Indonesia, Joe lives in Warsaw, Sebastian lives in Paris and Jake lives in Santiago.	The capital of Rowan's country is [MASK].	Jakarta	Warsaw	Paris	Santiago
Rowan has a sister, played basketball, sang in a choir and now lives in Indonesia, Joe lives in Warsaw, Sebastian lives in Paris and Jake lives in Santiago.	The capital of Rowan's country is [MASK].	Jakarta	Warsaw	Paris	Santiago
Sebastian lives in Indonesia, Daniel lives in Warsaw, Jake lives in Paris and Rowan lives in Beijing.	The capital of Sebastian's country is [MASK].	Jakarta	Warsaw	Paris	Beijing
Sebastian has a sister and now lives in Indonesia, Daniel lives in Warsaw, Jake lives in Paris and Rowan lives in Beijing.	The capital of Sebastian's country is [MASK].	Jakarta	Warsaw	Paris	Beijing
Sebastian has a sister, played basketball and now lives in Indonesia, Daniel lives in Warsaw, Jake lives in Paris and Rowan lives in Beijing.	The capital of Sebastian's country is [MASK].	Jakarta	Warsaw	Paris	Beijing
Sebastian has a sister, played basketball, sang in a choir and now lives in Indonesia, Daniel lives in Warsaw, Jake lives in Paris and Rowan lives in Beijing.	The capital of Sebastian's country is [MASK].	Jakarta	Warsaw	Paris	Beijing
Joe lives in Indonesia, Daniel lives in Warsaw, Rowan lives in Paris and Jake lives in Helsinki.	The capital of Joe's country is [MASK].	Jakarta	Warsaw	Paris	Helsinki
Joe has a sister and now lives in Indonesia, Daniel lives in Warsaw, Rowan lives in Paris and Jake lives in Helsinki.	The capital of Joe's country is [MASK].	Jakarta	Warsaw	Paris	Helsinki
Joe has a sister, played basketball and now lives in Indonesia, Daniel lives in Warsaw, Rowan lives in Paris and Jake lives in Helsinki.	The capital of Joe's country is [MASK].	Jakarta	Warsaw	Paris	Helsinki
Joe has a sister, played basketball, sang in a choir and now lives in Indonesia, Daniel lives in Warsaw, Rowan lives in Paris and Jake lives in Helsinki.	The capital of Joe's country is [MASK].	Jakarta	Warsaw	Paris	Helsinki
Sebastian lives in Poland, Jack lives in Santiago, Jake lives in Beijing and John lives in Helsinki.	The capital of Sebastian's country is [MASK].	Warsaw	Santiago	Beijing	Helsinki
Sebastian has a sister and now lives in Poland, Jack lives in Santiago, Jake lives in Beijing and John lives in Helsinki.	The capital of Sebastian's country is [MASK].	Warsaw	Santiago	Beijing	Helsinki
Sebastian has a sister, played basketball and now lives in Poland, Jack lives in Santiago, Jake lives in Beijing and John lives in Helsinki.	The capital of Sebastian's country is [MASK].	Warsaw	Santiago	Beijing	Helsinki
Sebastian has a sister, played basketball, sang in a choir and now lives in Poland, Jack lives in Santiago, Jake lives in Beijing and John lives in Helsinki.	The capital of Sebastian's country is [MASK].	Warsaw	Santiago	Beijing	Helsinki
John lives in Poland, Joe lives in Santiago, Sebastian lives in Beijing and Rowan lives in Paris.	The capital of John's country is [MASK].	Warsaw	Santiago	Beijing	Paris
John has a sister and now lives in Poland, Joe lives in Santiago, Sebastian lives in Beijing and Rowan lives in Paris.	The capital of John's country is [MASK].	Warsaw	Santiago	Beijing	Paris
John has a sister, played basketball and now lives in Poland, Joe lives in Santiago, Sebastian lives in Beijing and Rowan lives in Paris.	The capital of John's country is [MASK].	Warsaw	Santiago	Beijing	Paris
John has a sister, played basketball, sang in a choir and now lives in Poland, Joe lives in Santiago, Sebastian lives in Beijing and Rowan lives in Paris.	The capital of John's country is [MASK].	Warsaw	Santiago	Beijing	Paris
John lives in Poland, Rowan lives in Santiago, Joe lives in Beijing and Sebastian lives in Jakarta.	The capital of John's country is [MASK].	Warsaw	Santiago	Beijing	Jakarta
John has a sister and now lives in Poland, Rowan lives in Santiago, Joe lives in Beijing and Sebastian lives in Jakarta.	The capital of John's country is [MASK].	Warsaw	Santiago	Beijing	Jakarta
John has a sister, played basketball and now lives in Poland, Rowan lives in Santiago, Joe lives in Beijing and Sebastian lives in Jakarta.	The capital of John's country is [MASK].	Warsaw	Santiago	Beijing	Jakarta
John has a sister, played basketball, sang in a choir and now lives in Poland, Rowan lives in Santiago, Joe lives in Beijing and Sebastian lives in Jakarta.	The capital of John's country is [MASK].	Warsaw	Santiago	Beijing	Jakarta
Rowan lives in Poland, Daniel lives in Santiago, Joe lives in Helsinki and John lives in Beijing.	The capital of Rowan's country is [MASK].	Warsaw	Santiago	Helsinki	Beijing
Rowan has a sister and now lives in Poland, Daniel lives in Santiago, Joe lives in Helsinki and John lives in Beijing.	The capital of Rowan's country is [MASK].	Warsaw	Santiago	Helsinki	Beijing
Rowan has a sister, played basketball and now lives in Poland, Daniel lives in Santiago, Joe lives in Helsinki and John lives in Beijing.	The capital of Rowan's country is [MASK].	Warsaw	Santiago	Helsinki	Beijing
Rowan has a sister, played basketball, sang in a choir and now lives in Poland, Daniel lives in Santiago, Joe lives in Helsinki and John lives in Beijing.	The capital of Rowan's country is [MASK].	Warsaw	Santiago	Helsinki	Beijing
Sebastian lives in Poland, Jack lives in Santiago, Joe lives in Helsinki and John lives in Paris.	The capital of Sebastian's country is [MASK].	Warsaw	Santiago	Helsinki	Paris
Sebastian has a sister and now lives in Poland, Jack lives in Santiago, Joe lives in Helsinki and John lives in Paris.	The capital of Sebastian's country is [MASK].	Warsaw	Santiago	Helsinki	Paris
Sebastian has a sister, played basketball and now lives in Poland, Jack lives in Santiago, Joe lives in Helsinki and John lives in Paris.	The capital of Sebastian's country is [MASK].	Warsaw	Santiago	Helsinki	Paris
Sebastian has a sister, played basketball, sang in a choir and now lives in Poland, Jack lives in Santiago, Joe lives in Helsinki and John lives in Paris.	The capital of Sebastian's country is [MASK].	Warsaw	Santiago	Helsinki	Paris
Rowan lives in Poland, John lives in Santiago, Daniel lives in Helsinki and Jake lives in Jakarta.	The capital of Rowan's country is [MASK].	Warsaw	Santiago	Helsinki	Jakarta
Rowan has a sister and now lives in Poland, John lives in Santiago, Daniel lives in Helsinki and Jake lives in Jakarta.	The capital of Rowan's country is [MASK].	Warsaw	Santiago	Helsinki	Jakarta
Rowan has a sister, played basketball and now lives in Poland, John lives in Santiago, Daniel lives in Helsinki and Jake lives in Jakarta.	The capital of Rowan's country is [MASK].	Warsaw	Santiago	Helsinki	Jakarta
Rowan has a sister, played basketball, sang in a choir and now lives in Poland, John lives in Santiago, Daniel lives in Helsinki and Jake lives in Jakarta.	The capital of Rowan's country is [MASK].	Warsaw	Santiago	Helsinki	Jakarta
Rowan lives in Poland, Sebastian lives in Santiago, John lives in Paris and Daniel lives in Beijing.	The capital of Rowan's country is [MASK].	Warsaw	Santiago	Paris	Beijing
Rowan has a sister and now lives in Poland, Sebastian lives in Santiago, John lives in Paris and Daniel lives in Beijing.	The capital of Rowan's country is [MASK].	Warsaw	Santiago	Paris	Beijing
Rowan has a sister, played basketball and now lives in Poland, Sebastian lives in Santiago, John lives in Paris and Daniel lives in Beijing.	The capital of Rowan's country is [MASK].	Warsaw	Santiago	Paris	Beijing
Rowan has a sister, played basketball, sang in a choir and now lives in Poland, Sebastian lives in Santiago, John lives in Paris and Daniel lives in Beijing.	The capital of Rowan's country is [MASK].	Warsaw	Santiago	Paris	Beijing
Joe lives in Poland, Sebastian lives in Santiago, Daniel lives in Paris and Rowan lives in Helsinki.	The capital of Joe's country is [MASK].	Warsaw	Santiago	Paris	Helsinki
Joe has a sister and now lives in Poland, Sebastian lives in Santiago, Daniel lives in Paris and Rowan lives in Helsinki.	The capital of Joe's country is [MASK].	Warsaw	Santiago	Paris	Helsinki
Joe has a sister, played basketball and now lives in Poland, Sebastian lives in Santiago, Daniel lives in Paris and Rowan lives in Helsinki.	The capital of Joe's country is [MASK].	Warsaw	Santiago	Paris	Helsinki
Joe has a sister, played basketball, sang in a choir and now lives in Poland, Sebastian lives in Santiago, Daniel lives in Paris and Rowan lives in Helsinki.	The capital of Joe's country is [MASK].	Warsaw	Santiago	Paris	Helsinki
Jack lives in Poland, John lives in Santiago, Jake lives in Paris and Joe lives in Jakarta.	The capital of Jack's country is [MASK].	Warsaw	Santiago	Paris	Jakarta
Jack has a sister and now lives in Poland, John lives in Santiago, Jake lives in Paris and Joe lives in Jakarta.	The capital of Jack's country is [MASK].	Warsaw	Santiago	Paris	Jakarta
Jack has a sister, played basketball and now lives in Poland, John lives in Santiago, Jake lives in Paris and Joe lives in Jakarta.	The capital of Jack's country is [MASK].	Warsaw	Santiago	Paris	Jakarta
Jack has a sister, played basketball, sang in a choir and now lives in Poland, John lives in Santiago, Jake lives in Paris and Joe lives in Jakarta.	The capital of Jack's country is [MASK].	Warsaw	Santiago	Paris	Jakarta
Sebastian lives in Poland, Jake lives in Santiago, Jack lives in Jakarta and Joe lives in Beijing.	The capital of Sebastian's country is [MASK].	Warsaw	Santiago	Jakarta	Beijing
Sebastian has a sister and now lives in Poland, Jake lives in Santiago, Jack lives in Jakarta and Joe lives in Beijing.	The capital of Sebastian's country is [MASK].	Warsaw	Santiago	Jakarta	Beijing
Sebastian has a sister, played basketball and now lives in Poland, Jake lives in Santiago, Jack lives in Jakarta and Joe lives in Beijing.	The capital of Sebastian's country is [MASK].	Warsaw	Santiago	Jakarta	Beijing
Sebastian has a sister, played basketball, sang in a choir and now lives in Poland, Jake lives in Santiago, Jack lives in Jakarta and Joe lives in Beijing.	The capital of Sebastian's country is [MASK].	Warsaw	Santiago	Jakarta	Beijing
Sebastian lives in Poland, Jake lives in Santiago, Daniel lives in Jakarta and Jack lives in Helsinki.	The capital of Sebastian's country is [MASK].	Warsaw	Santiago	Jakarta	Helsinki
Sebastian has a sister and now lives in Poland, Jake lives in Santiago, Daniel lives in Jakarta and Jack lives in Helsinki.	The capital of Sebastian's country is [MASK].	Warsaw	Santiago	Jakarta	Helsinki
Sebastian has a sister, played basketball and now lives in Poland, Jake lives in Santiago, Daniel lives in Jakarta and Jack lives in Helsinki.	The capital of Sebastian's country is [MASK].	Warsaw	Santiago	Jakarta	Helsinki
Sebastian has a sister, played basketball, sang in a choir and now lives in Poland, Jake lives in Santiago, Daniel lives in Jakarta and Jack lives in Helsinki.	The capital of Sebastian's country is [MASK].	Warsaw	Santiago	Jakarta	Helsinki
Rowan lives in Poland, Daniel lives in Santiago, John lives in Jakarta and Sebastian lives in Paris.	The capital of Rowan's country is [MASK].	Warsaw	Santiago	Jakarta	Paris
Rowan has a sister and now lives in Poland, Daniel lives in Santiago, John lives in Jakarta and Sebastian lives in Paris.	The capital of Rowan's country is [MASK].	Warsaw	Santiago	Jakarta	Paris
Rowan has a sister, played basketball and now lives in Poland, Daniel lives in Santiago, John lives in Jakarta and Sebastian lives in Paris.	The capital of Rowan's country is [MASK].	Warsaw	Santiago	Jakarta	Paris
Rowan has a sister, played basketball, sang in a choir and now lives in Poland, Daniel lives in Santiago, John lives in Jakarta and Sebastian lives in Paris.	The capital of Rowan's country is [MASK].	Warsaw	Santiago	Jakarta	Paris
Rowan lives in Poland, Daniel lives in Beijing, John lives in Santiago and Jake lives in Helsinki.	The capital of Rowan's country is [MASK].	Warsaw	Beijing	Santiago	Helsinki
Rowan has a sister and now lives in Poland, Daniel lives in Beijing, John lives in Santiago and Jake lives in Helsinki.	The capital of Rowan's country is [MASK].	Warsaw	Beijing	Santiago	Helsinki
Rowan has a sister, played basketball and now lives in Poland, Daniel lives in Beijing, John lives in Santiago and Jake lives in Helsinki.	The capital of Rowan's country is [MASK].	Warsaw	Beijing	Santiago	Helsinki
Rowan has a sister, played basketball, sang in a choir and now lives in Poland, Daniel lives in Beijing, John lives in Santiago and Jake lives in Helsinki.	The capital of Rowan's country is [MASK].	Warsaw	Beijing	Santiago	Helsinki
Daniel lives in Poland, Jake lives in Beijing, Jack lives in Santiago and John lives in Paris.	The capital of Daniel's country is [MASK].	Warsaw	Beijing	Santiago	Paris
Daniel has a sister and now lives in Poland, Jake lives in Beijing, Jack lives in Santiago and John lives in Paris.	The capital of Daniel's country is [MASK].	Warsaw	Beijing	Santiago	Paris
Daniel has a sister, played basketball and now lives in Poland, Jake lives in Beijing, Jack lives in Santiago and John lives in Paris.	The capital of Daniel's country is [MASK].	Warsaw	Beijing	Santiago	Paris
Daniel has a sister, played basketball, sang in a choir and now lives in Poland, Jake lives in Beijing, Jack lives in Santiago and John lives in Paris.	The capital of Daniel's country is [MASK].	Warsaw	Beijing	Santiago	Paris
John lives in Poland, Jack lives in Beijing, Rowan lives in Santiago and Jake lives in Jakarta.	The capital of John's country is [MASK].	Warsaw	Beijing	Santiago	Jakarta
John has a sister and now lives in Poland, Jack lives in Beijing, Rowan lives in Santiago and Jake lives in Jakarta.	The capital of John's country is [MASK].	Warsaw	Beijing	Santiago	Jakarta
John has a sister, played basketball and now lives in Poland, Jack lives in Beijing, Rowan lives in Santiago and Jake lives in Jakarta.	The capital of John's country is [MASK].	Warsaw	Beijing	Santiago	Jakarta
John has a sister, played basketball, sang in a choir and now lives in Poland, Jack lives in Beijing, Rowan lives in Santiago and Jake lives in Jakarta.	The capital of John's country is [MASK].	Warsaw	Beijing	Santiago	Jakarta
Jack lives in Poland, Rowan lives in Beijing, Jake lives in Helsinki and Sebastian lives in Santiago.	The capital of Jack's country is [MASK].	Warsaw	Beijing	Helsinki	Santiago
Jack has a sister and now lives in Poland, Rowan lives in Beijing, Jake lives in Helsinki and Sebastian lives in Santiago.	The capital of Jack's country is [MASK].	Warsaw	Beijing	Helsinki	Santiago
Jack has a sister, played basketball and now lives in Poland, Rowan lives in Beijing, Jake lives in Helsinki and Sebastian lives in Santiago.	The capital of Jack's country is [MASK].	Warsaw	Beijing	Helsinki	Santiago
Jack has a sister, played basketball, sang in a choir and now lives in Poland, Rowan lives in Beijing, Jake lives in Helsinki and Sebastian lives in Santiago.	The capital of Jack's country is [MASK].	Warsaw	Beijing	Helsinki	Santiago
Daniel lives in Poland, Jack lives in Beijing, Joe lives in Helsinki and John lives in Paris.	The capital of Daniel's country is [MASK].	Warsaw	Beijing	Helsinki	Paris
Daniel has a sister and now lives in Poland, Jack lives in Beijing, Joe lives in Helsinki and John lives in Paris.	The capital of Daniel's country is [MASK].	Warsaw	Beijing	Helsinki	Paris
Daniel has a sister, played basketball and now lives in Poland, Jack lives in Beijing, Joe lives in Helsinki and John lives in Paris.	The capital of Daniel's country is [MASK].	Warsaw	Beijing	Helsinki	Paris
Daniel has a sister, played basketball, sang in a choir and now lives in Poland, Jack lives in Beijing, Joe lives in Helsinki and John lives in Paris.	The capital of Daniel's country is [MASK].	Warsaw	Beijing	Helsinki	Paris
Sebastian lives in Poland, Jack lives in Beijing, John lives in Helsinki and Joe lives in Jakarta.	The capital of Sebastian's country is [MASK].	Warsaw	Beijing	Helsinki	Jakarta
Sebastian has a sister and now lives in Poland, Jack lives in Beijing, John lives in Helsinki and Joe lives in Jakarta.	The capital of Sebastian's country is [MASK].	Warsaw	Beijing	Helsinki	Jakarta
Sebastian has a sister, played basketball and now lives in Poland, Jack lives in Beijing, John lives in Helsinki and Joe lives in Jakarta.	The capital of Sebastian's country is [MASK].	Warsaw	Beijing	Helsinki	Jakarta
Sebastian has a sister, played basketball, sang in a choir and now lives in Poland, Jack lives in Beijing, John lives in Helsinki and Joe lives in Jakarta.	The capital of Sebastian's country is [MASK].	Warsaw	Beijing	Helsinki	Jakarta
Jake lives in Poland, John lives in Beijing, Daniel lives in Paris and Joe lives in Santiago.	The capital of Jake's country is [MASK].	Warsaw	Beijing	Paris	Santiago
Jake has a sister and now lives in Poland, John lives in Beijing, Daniel lives in Paris and Joe lives in Santiago.	The capital of Jake's country is [MASK].	Warsaw	Beijing	Paris	Santiago
Jake has a sister, played basketball and now lives in Poland, John lives in Beijing, Daniel lives in Paris and Joe lives in Santiago.	The capital of Jake's country is [MASK].	Warsaw	Beijing	Paris	Santiago
Jake has a sister, played basketball, sang in a choir and now lives in Poland, John lives in Beijing, Daniel lives in Paris and Joe lives in Santiago.	The capital of Jake's country is [MASK].	Warsaw	Beijing	Paris	Santiago
John lives in Poland, Daniel lives in Beijing, Jack lives in Paris and Joe lives in Helsinki.	The capital of John's country is [MASK].	Warsaw	Beijing	Paris	Helsinki
John has a sister and now lives in Poland, Daniel lives in Beijing, Jack lives in Paris and Joe lives in Helsinki.	The capital of John's country is [MASK].	Warsaw	Beijing	Paris	Helsinki
John has a sister, played basketball and now lives in Poland, Daniel lives in Beijing, Jack lives in Paris and Joe lives in Helsinki.	The capital of John's country is [MASK].	Warsaw	Beijing	Paris	Helsinki
John has a sister, played basketball, sang in a choir and now lives in Poland, Daniel lives in Beijing, Jack lives in Paris and Joe lives in Helsinki.	The capital of John's country is [MASK].	Warsaw	Beijing	Paris	Helsinki
Joe lives in Poland, Daniel lives in Beijing, Sebastian lives in Paris and John lives in Jakarta.	The capital of Joe's country is [MASK].	Warsaw	Beijing	Paris	Jakarta
Joe has a sister and now lives in Poland, Daniel lives in Beijing, Sebastian lives in Paris and John lives in Jakarta.	The capital of Joe's country is [MASK].	Warsaw	Beijing	Paris	Jakarta
Joe has a sister, played basketball and now lives in Poland, Daniel lives in Beijing, Sebastian lives in Paris and John lives in Jakarta.	The capital of Joe's country is [MASK].	Warsaw	Beijing	Paris	Jakarta
Joe has a sister, played basketball, sang in a choir and now lives in Poland, Daniel lives in Beijing, Sebastian lives in Paris and John lives in Jakarta.	The capital of Joe's country is [MASK].	Warsaw	Beijing	Paris	Jakarta
Daniel lives in Poland, John lives in Beijing, Jake lives in Jakarta and Sebastian lives in Santiago.	The capital of Daniel's country is [MASK].	Warsaw	Beijing	Jakarta	Santiago
Daniel has a sister and now lives in Poland, John lives in Beijing, Jake lives in Jakarta and Sebastian lives in Santiago.	The capital of Daniel's country is [MASK].	Warsaw	Beijing	Jakarta	Santiago
Daniel has a sister, played basketball and now lives in Poland, John lives in Beijing, Jake lives in Jakarta and Sebastian lives in Santiago.	The capital of Daniel's country is [MASK].	Warsaw	Beijing	Jakarta	Santiago
Daniel has a sister, played basketball, sang in a choir and now lives in Poland, John lives in Beijing, Jake lives in Jakarta and Sebastian lives in Santiago.	The capital of Daniel's country is [MASK].	Warsaw	Beijing	Jakarta	Santiago
Rowan lives in Poland, John lives in Beijing, Joe lives in Jakarta and Daniel lives in Helsinki.	The capital of Rowan's country is [MASK].	Warsaw	Beijing	Jakarta	Helsinki
Rowan has a sister and now lives in Poland, John lives in Beijing, Joe lives in Jakarta and Daniel lives in Helsinki.	The capital of Rowan's country is [MASK].	Warsaw	Beijing	Jakarta	Helsinki
Rowan has a sister, played basketball and now lives in Poland, John lives in Beijing, Joe lives in Jakarta and Daniel lives in Helsinki.	The capital of Rowan's country is [MASK].	Warsaw	Beijing	Jakarta	Helsinki
Rowan has a sister, played basketball, sang in a choir and now lives in Poland, John lives in Beijing, Joe lives in Jakarta and Daniel lives in Helsinki.	The capital of Rowan's country is [MASK].	Warsaw	Beijing	Jakarta	Helsinki
Jack lives in Poland, Sebastian lives in Beijing, Daniel lives in Jakarta and Jake lives in Paris.	The capital of Jack's country is [MASK].	Warsaw	Beijing	Jakarta	Paris
Jack has a sister and now lives in Poland, Sebastian lives in Beijing, Daniel lives in Jakarta and Jake lives in Paris.	The capital of Jack's country is [MASK].	Warsaw	Beijing	Jakarta	Paris
Jack has a sister, played basketball and now lives in Poland, Sebastian lives in Beijing, Daniel lives in Jakarta and Jake lives in Paris.	The capital of Jack's country is [MASK].	Warsaw	Beijing	Jakarta	Paris
Jack has a sister, played basketball, sang in a choir and now lives in Poland, Sebastian lives in Beijing, Daniel lives in Jakarta and Jake lives in Paris.	The capital of Jack's country is [MASK].	Warsaw	Beijing	Jakarta	Paris
Joe lives in Poland, Rowan lives in Helsinki, Sebastian lives in Santiago and Jake lives in Beijing.	The capital of Joe's country is [MASK].	Warsaw	Helsinki	Santiago	Beijing
Joe has a sister and now lives in Poland, Rowan lives in Helsinki, Sebastian lives in Santiago and Jake lives in Beijing.	The capital of Joe's country is [MASK].	Warsaw	Helsinki	Santiago	Beijing
Joe has a sister, played basketball and now lives in Poland, Rowan lives in Helsinki, Sebastian lives in Santiago and Jake lives in Beijing.	The capital of Joe's country is [MASK].	Warsaw	Helsinki	Santiago	Beijing
Joe has a sister, played basketball, sang in a choir and now lives in Poland, Rowan lives in Helsinki, Sebastian lives in Santiago and Jake lives in Beijing.	The capital of Joe's country is [MASK].	Warsaw	Helsinki	Santiago	Beijing
Jake lives in Poland, Joe lives in Helsinki, Rowan lives in Santiago and Daniel lives in Paris.	The capital of Jake's country is [MASK].	Warsaw	Helsinki	Santiago	Paris
Jake has a sister and now lives in Poland, Joe lives in Helsinki, Rowan lives in Santiago and Daniel lives in Paris.	The capital of Jake's country is [MASK].	Warsaw	Helsinki	Santiago	Paris
Jake has a sister, played basketball and now lives in Poland, Joe lives in Helsinki, Rowan lives in Santiago and Daniel lives in Paris.	The capital of Jake's country is [MASK].	Warsaw	Helsinki	Santiago	Paris
Jake has a sister, played basketball, sang in a choir and now lives in Poland, Joe lives in Helsinki, Rowan lives in Santiago and Daniel lives in Paris.	The capital of Jake's country is [MASK].	Warsaw	Helsinki	Santiago	Paris
Sebastian lives in Poland, Jake lives in Helsinki, Rowan lives in Santiago and Daniel lives in Jakarta.	The capital of Sebastian's country is [MASK].	Warsaw	Helsinki	Santiago	Jakarta
Sebastian has a sister and now lives in Poland, Jake lives in Helsinki, Rowan lives in Santiago and Daniel lives in Jakarta.	The capital of Sebastian's country is [MASK].	Warsaw	Helsinki	Santiago	Jakarta
