context	ending	target_occupation	attractor_1	attractor_2	attractor_3	attractor_4	attractor_5
Daniel has a sister, played basketball and now lives in Poland, Joe lives in Santiago, John lives in Beijing, Sebastian lives in Jakarta, Rowan lives in Paris and Jake lives in Helsinki.	The capital of Daniel's country is [MASK].	Warsaw	Santiago	Beijing	Jakarta	Paris	Helsinki
Daniel has a sister, played basketball, sang in a choir and now lives in Poland, Joe lives in Santiago, John lives in Beijing, Sebastian lives in Jakarta, Rowan lives in Paris and Jake lives in Helsinki.	The capital of Daniel's country is [MASK].	Warsaw	Santiago	Beijing	Jakarta	Paris	Helsinki
Daniel lives in Poland, Rowan lives in Santiago, Sebastian lives in Helsinki, Jack lives in Beijing, Jake lives in Paris and Joe lives in Jakarta.	The capital of Daniel's country is [MASK].	Warsaw	Santiago	Helsinki	Beijing	Paris	Jakarta
Daniel has a sister and now lives in Poland, Rowan lives in Santiago, Sebastian lives in Helsinki, Jack lives in Beijing, Jake lives in Paris and Joe lives in Jakarta.	The capital of Daniel's country is [MASK].	Warsaw	Santiago	Helsinki	Beijing	Paris	Jakarta
Daniel has a sister, played basketball and now lives in Poland, Rowan lives in Santiago, Sebastian lives in Helsinki, Jack lives in Beijing, Jake lives in Paris and Joe lives in Jakarta.	The capital of Daniel's country is [MASK].	Warsaw	Santiago	Helsinki	Beijing	Paris	Jakarta
Daniel has a sister, played basketball, sang in a choir and now lives in Poland, Rowan lives in Santiago, Sebastian lives in Helsinki, Jack lives in Beijing, Jake lives in Paris and Joe lives in Jakarta.	The capital of Daniel's country is [MASK].	Warsaw	Santiago	Helsinki	Beijing	Paris	Jakarta
Sebastian lives in Poland, Rowan lives in Santiago, John lives in Helsinki, Jake lives in Beijing, Joe lives in Jakarta and Jack lives in Paris.	The capital of Sebastian's country is [MASK].	Warsaw	Santiago	Helsinki	Beijing	Jakarta	Paris
Sebastian has a sister and now lives in Poland, Rowan lives in Santiago, John lives in Helsinki, Jake lives in Beijing, Joe lives in Jakarta and Jack lives in Paris.	The capital of Sebastian's country is [MASK].	Warsaw	Santiago	Helsinki	Beijing	Jakarta	Paris
Sebastian has a sister, played basketball and now lives in Poland, Rowan lives in Santiago, John lives in Helsinki, Jake lives in Beijing, Joe lives in Jakarta and Jack lives in Paris.	The capital of Sebastian's country is [MASK].	Warsaw	Santiago	Helsinki	Beijing	Jakarta	Paris
Sebastian has a sister, played basketball, sang in a choir and now lives in Poland, Rowan lives in Santiago, John lives in Helsinki, Jake lives in Beijing, Joe lives in Jakarta and Jack lives in Paris.	The capital of Sebastian's country is [MASK].	Warsaw	Santiago	Helsinki	Beijing	Jakarta	Paris
Rowan lives in Poland, Joe lives in Santiago, Sebastian lives in Helsinki, Jack lives in Paris, John lives in Beijing and Jake lives in Jakarta.	The capital of Rowan's country is [MASK].	Warsaw	Santiago	Helsinki	Paris	Beijing	Jakarta
Rowan has a sister and now lives in Poland, Joe lives in Santiago, Sebastian lives in Helsinki, Jack lives in Paris, John lives in Beijing and Jake lives in Jakarta.	The capital of Rowan's country is [MASK].	Warsaw	Santiago	Helsinki	Paris	Beijing	Jakarta
Rowan has a sister, played basketball and now lives in Poland, Joe lives in Santiago, Sebastian lives in Helsinki, Jack lives in Paris, John lives in Beijing and Jake lives in Jakarta.	The capital of Rowan's country is [MASK].	Warsaw	Santiago	Helsinki	Paris	Beijing	Jakarta
Rowan has a sister, played basketball, sang in a choir and now lives in Poland, Joe lives in Santiago, Sebastian lives in Helsinki, Jack lives in Paris, John lives in Beijing and Jake lives in Jakarta.	The capital of Rowan's country is [MASK].	Warsaw	Santiago	Helsinki	Paris	Beijing	Jakarta
Sebastian lives in Poland, John lives in Santiago, Rowan lives in Helsinki, Jack lives in Paris, Daniel lives in Jakarta and Jake lives in Beijing.	The capital of Sebastian's country is [MASK].	Warsaw	Santiago	Helsinki	Paris	Jakarta	Beijing
Sebastian has a sister and now lives in Poland, John lives in Santiago, Rowan lives in Helsinki, Jack lives in Paris, Daniel lives in Jakarta and Jake lives in Beijing.	The capital of Sebastian's country is [MASK].	Warsaw	Santiago	Helsinki	Paris	Jakarta	Beijing
Sebastian has a sister, played basketball and now lives in Poland, John lives in Santiago, Rowan lives in Helsinki, Jack lives in Paris, Daniel lives in Jakarta and Jake lives in Beijing.	The capital of Sebastian's country is [MASK].	Warsaw	Santiago	Helsinki	Paris	Jakarta	Beijing
Sebastian has a sister, played basketball, sang in a choir and now lives in Poland, John lives in Santiago, Rowan lives in Helsinki, Jack lives in Paris, Daniel lives in Jakarta and Jake lives in Beijing.	The capital of Sebastian's country is [MASK].	Warsaw	Santiago	Helsinki	Paris	Jakarta	Beijing
Daniel lives in Poland, Joe lives in Santiago, Sebastian lives in Helsinki, Rowan lives in Jakarta, Jake lives in Beijing and John lives in Paris.	The capital of Daniel's country is [MASK].	Warsaw	Santiago	Helsinki	Jakarta	Beijing	Paris
Daniel has a sister and now lives in Poland, Joe lives in Santiago, Sebastian lives in Helsinki, Rowan lives in Jakarta, Jake lives in Beijing and John lives in Paris.	The capital of Daniel's country is [MASK].	Warsaw	Santiago	Helsinki	Jakarta	Beijing	Paris
Daniel has a sister, played basketball and now lives in Poland, Joe lives in Santiago, Sebastian lives in Helsinki, Rowan lives in Jakarta, Jake lives in Beijing and John lives in Paris.	The capital of Daniel's country is [MASK].	Warsaw	Santiago	Helsinki	Jakarta	Beijing	Paris
Daniel has a sister, played basketball, sang in a choir and now lives in Poland, Joe lives in Santiago, Sebastian lives in Helsinki, Rowan lives in Jakarta, Jake lives in Beijing and John lives in Paris.	The capital of Daniel's country is [MASK].	Warsaw	Santiago	Helsinki	Jakarta	Beijing	Paris
Jack lives in Poland, Sebastian lives in Santiago, Daniel lives in Helsinki, Joe lives in Jakarta, Rowan lives in Paris and Jake lives in Beijing.	The capital of Jack's country is [MASK].	Warsaw	Santiago	Helsinki	Jakarta	Paris	Beijing
Jack has a sister and now lives in Poland, Sebastian lives in Santiago, Daniel lives in Helsinki, Joe lives in Jakarta, Rowan lives in Paris and Jake lives in Beijing.	The capital of Jack's country is [MASK].	Warsaw	Santiago	Helsinki	Jakarta	Paris	Beijing
Jack has a sister, played basketball and now lives in Poland, Sebastian lives in Santiago, Daniel lives in Helsinki, Joe lives in Jakarta, Rowan lives in Paris and Jake lives in Beijing.	The capital of Jack's country is [MASK].	Warsaw	Santiago	Helsinki	Jakarta	Paris	Beijing
Jack has a sister, played basketball, sang in a choir and now lives in Poland, Sebastian lives in Santiago, Daniel lives in Helsinki, Joe lives in Jakarta, Rowan lives in Paris and Jake lives in Beijing.	The capital of Jack's country is [MASK].	Warsaw	Santiago	Helsinki	Jakarta	Paris	Beijing
Jake lives in Poland, Daniel lives in Santiago, John lives in Paris, Joe lives in Beijing, Rowan lives in Helsinki and Sebastian lives in Jakarta.	The capital of Jake's country is [MASK].	Warsaw	Santiago	Paris	Beijing	Helsinki	Jakarta
Jake has a sister and now lives in Poland, Daniel lives in Santiago, John lives in Paris, Joe lives in Beijing, Rowan lives in Helsinki and Sebastian lives in Jakarta.	The capital of Jake's country is [MASK].	Warsaw	Santiago	Paris	Beijing	Helsinki	Jakarta
Jake has a sister, played basketball and now lives in Poland, Daniel lives in Santiago, John lives in Paris, Joe lives in Beijing, Rowan lives in Helsinki and Sebastian lives in Jakarta.	The capital of Jake's country is [MASK].	Warsaw	Santiago	Paris	Beijing	Helsinki	Jakarta
Jake has a sister, played basketball, sang in a choir and now lives in Poland, Daniel lives in Santiago, John lives in Paris, Joe lives in Beijing, Rowan lives in Helsinki and Sebastian lives in Jakarta.	The capital of Jake's country is [MASK].	Warsaw	Santiago	Paris	Beijing	Helsinki	Jakarta
Jack lives in Poland, Daniel lives in Santiago, Sebastian lives in Paris, Joe lives in Beijing, Rowan lives in Jakarta and Jake lives in Helsinki.	The capital of Jack's country is [MASK].	Warsaw	Santiago	Paris	Beijing	Jakarta	Helsinki
Jack has a sister and now lives in Poland, Daniel lives in Santiago, Sebastian lives in Paris, Joe lives in Beijing, Rowan lives in Jakarta and Jake lives in Helsinki.	The capital of Jack's country is [MASK].	Warsaw	Santiago	Paris	Beijing	Jakarta	Helsinki
Jack has a sister, played basketball and now lives in Poland, Daniel lives in Santiago, Sebastian lives in Paris, Joe lives in Beijing, Rowan lives in Jakarta and Jake lives in Helsinki.	The capital of Jack's country is [MASK].	Warsaw	Santiago	Paris	Beijing	Jakarta	Helsinki
Jack has a sister, played basketball, sang in a choir and now lives in Poland, Daniel lives in Santiago, Sebastian lives in Paris, Joe lives in Beijing, Rowan lives in Jakarta and Jake lives in Helsinki.	The capital of Jack's country is [MASK].	Warsaw	Santiago	Paris	Beijing	Jakarta	Helsinki
Jack lives in Poland, Joe lives in Santiago, Rowan lives in Paris, Sebastian lives in Helsinki, Daniel lives in Beijing and John lives in Jakarta.	The capital of Jack's country is [MASK].	Warsaw	Santiago	Paris	Helsinki	Beijing	Jakarta
Jack has a sister and now lives in Poland, Joe lives in Santiago, Rowan lives in Paris, Sebastian lives in Helsinki, Daniel lives in Beijing and John lives in Jakarta.	The capital of Jack's country is [MASK].	Warsaw	Santiago	Paris	Helsinki	Beijing	Jakarta
Jack has a sister, played basketball and now lives in Poland, Joe lives in Santiago, Rowan lives in Paris, Sebastian lives in Helsinki, Daniel lives in Beijing and John lives in Jakarta.	The capital of Jack's country is [MASK].	Warsaw	Santiago	Paris	Helsinki	Beijing	Jakarta
Jack has a sister, played basketball, sang in a choir and now lives in Poland, Joe lives in Santiago, Rowan lives in Paris, Sebastian lives in Helsinki, Daniel lives in Beijing and John lives in Jakarta.	The capital of Jack's country is [MASK].	Warsaw	Santiago	Paris	Helsinki	Beijing	Jakarta
Jack lives in Poland, John lives in Santiago, Daniel lives in Paris, Joe lives in Helsinki, Rowan lives in Jakarta and Jake lives in Beijing.	The capital of Jack's country is [MASK].	Warsaw	Santiago	Paris	Helsinki	Jakarta	Beijing
Jack has a sister and now lives in Poland, John lives in Santiago, Daniel lives in Paris, Joe lives in Helsinki, Rowan lives in Jakarta and Jake lives in Beijing.	The capital of Jack's country is [MASK].	Warsaw	Santiago	Paris	Helsinki	Jakarta	Beijing
Jack has a sister, played basketball and now lives in Poland, John lives in Santiago, Daniel lives in Paris, Joe lives in Helsinki, Rowan lives in Jakarta and Jake lives in Beijing.	The capital of Jack's country is [MASK].	Warsaw	Santiago	Paris	Helsinki	Jakarta	Beijing
Jack has a sister, played basketball, sang in a choir and now lives in Poland, John lives in Santiago, Daniel lives in Paris, Joe lives in Helsinki, Rowan lives in Jakarta and Jake lives in Beijing.	The capital of Jack's country is [MASK].	Warsaw	Santiago	Paris	Helsinki	Jakarta	Beijing
Rowan lives in Poland, John lives in Santiago, Jack lives in Paris, Jake lives in Jakarta, Joe lives in Beijing and Sebastian lives in Helsinki.	The capital of Rowan's country is [MASK].	Warsaw	Santiago	Paris	Jakarta	Beijing	Helsinki
Rowan has a sister and now lives in Poland, John lives in Santiago, Jack lives in Paris, Jake lives in Jakarta, Joe lives in Beijing and Sebastian lives in Helsinki.	The capital of Rowan's country is [MASK].	Warsaw	Santiago	Paris	Jakarta	Beijing	Helsinki
Rowan has a sister, played basketball and now lives in Poland, John lives in Santiago, Jack lives in Paris, Jake lives in Jakarta, Joe lives in Beijing and Sebastian lives in Helsinki.	The capital of Rowan's country is [MASK].	Warsaw	Santiago	Paris	Jakarta	Beijing	Helsinki
Rowan has a sister, played basketball, sang in a choir and now lives in Poland, John lives in Santiago, Jack lives in Paris, Jake lives in Jakarta, Joe lives in Beijing and Sebastian lives in Helsinki.	The capital of Rowan's country is [MASK].	Warsaw	Santiago	Paris	Jakarta	Beijing	Helsinki
Daniel lives in Poland, Jack lives in Santiago, Rowan lives in Paris, Sebastian lives in Jakarta, John lives in Helsinki and Joe lives in Beijing.	The capital of Daniel's country is [MASK].	Warsaw	Santiago	Paris	Jakarta	Helsinki	Beijing
Daniel has a sister and now lives in Poland, Jack lives in Santiago, Rowan lives in Paris, Sebastian lives in Jakarta, John lives in Helsinki and Joe lives in Beijing.	The capital of Daniel's country is [MASK].	Warsaw	Santiago	Paris	Jakarta	Helsinki	Beijing
Daniel has a sister, played basketball and now lives in Poland, Jack lives in Santiago, Rowan lives in Paris, Sebastian lives in Jakarta, John lives in Helsinki and Joe lives in Beijing.	The capital of Daniel's country is [MASK].	Warsaw	Santiago	Paris	Jakarta	Helsinki	Beijing
Daniel has a sister, played basketball, sang in a choir and now lives in Poland, Jack lives in Santiago, Rowan lives in Paris, Sebastian lives in Jakarta, John lives in Helsinki and Joe lives in Beijing.	The capital of Daniel's country is [MASK].	Warsaw	Santiago	Paris	Jakarta	Helsinki	Beijing
Jack lives in Poland, Daniel lives in Santiago, Rowan lives in Jakarta, Joe lives in Beijing, Jake lives in Helsinki and John lives in Paris.	The capital of Jack's country is [MASK].	Warsaw	Santiago	Jakarta	Beijing	Helsinki	Paris
Jack has a sister and now lives in Poland, Daniel lives in Santiago, Rowan lives in Jakarta, Joe lives in Beijing, Jake lives in Helsinki and John lives in Paris.	The capital of Jack's country is [MASK].	Warsaw	Santiago	Jakarta	Beijing	Helsinki	Paris
Jack has a sister, played basketball and now lives in Poland, Daniel lives in Santiago, Rowan lives in Jakarta, Joe lives in Beijing, Jake lives in Helsinki and John lives in Paris.	The capital of Jack's country is [MASK].	Warsaw	Santiago	Jakarta	Beijing	Helsinki	Paris
Jack has a sister, played basketball, sang in a choir and now lives in Poland, Daniel lives in Santiago, Rowan lives in Jakarta, Joe lives in Beijing, Jake lives in Helsinki and John lives in Paris.	The capital of Jack's country is [MASK].	Warsaw	Santiago	Jakarta	Beijing	Helsinki	Paris
Jack lives in Poland, Sebastian lives in Santiago, Rowan lives in Jakarta, John lives in Beijing, Joe lives in Paris and Jake lives in Helsinki.	The capital of Jack's country is [MASK].	Warsaw	Santiago	Jakarta	Beijing	Paris	Helsinki
Jack has a sister and now lives in Poland, Sebastian lives in Santiago, Rowan lives in Jakarta, John lives in Beijing, Joe lives in Paris and Jake lives in Helsinki.	The capital of Jack's country is [MASK].	Warsaw	Santiago	Jakarta	Beijing	Paris	Helsinki
Jack has a sister, played basketball and now lives in Poland, Sebastian lives in Santiago, Rowan lives in Jakarta, John lives in Beijing, Joe lives in Paris and Jake lives in Helsinki.	The capital of Jack's country is [MASK].	Warsaw	Santiago	Jakarta	Beijing	Paris	Helsinki
Jack has a sister, played basketball, sang in a choir and now lives in Poland, Sebastian lives in Santiago, Rowan lives in Jakarta, John lives in Beijing, Joe lives in Paris and Jake lives in Helsinki.	The capital of Jack's country is [MASK].	Warsaw	Santiago	Jakarta	Beijing	Paris	Helsinki
John lives in Poland, Jack lives in Santiago, Sebastian lives in Jakarta, Joe lives in Helsinki, Rowan lives in Beijing and Jake lives in Paris.	The capital of John's country is [MASK].	Warsaw	Santiago	Jakarta	Helsinki	Beijing	Paris
John has a sister and now lives in Poland, Jack lives in Santiago, Sebastian lives in Jakarta, Joe lives in Helsinki, Rowan lives in Beijing and Jake lives in Paris.	The capital of John's country is [MASK].	Warsaw	Santiago	Jakarta	Helsinki	Beijing	Paris
John has a sister, played basketball and now lives in Poland, Jack lives in Santiago, Sebastian lives in Jakarta, Joe lives in Helsinki, Rowan lives in Beijing and Jake lives in Paris.	The capital of John's country is [MASK].	Warsaw	Santiago	Jakarta	Helsinki	Beijing	Paris
John has a sister, played basketball, sang in a choir and now lives in Poland, Jack lives in Santiago, Sebastian lives in Jakarta, Joe lives in Helsinki, Rowan lives in Beijing and Jake lives in Paris.	The capital of John's country is [MASK].	Warsaw	Santiago	Jakarta	Helsinki	Beijing	Paris
Jack lives in Poland, Daniel lives in Santiago, John lives in Jakarta, Joe lives in Helsinki, Jake lives in Paris and Rowan lives in Beijing.	The capital of Jack's country is [MASK].	Warsaw	Santiago	Jakarta	Helsinki	Paris	Beijing
Jack has a sister and now lives in Poland, Daniel lives in Santiago, John lives in Jakarta, Joe lives in Helsinki, Jake lives in Paris and Rowan lives in Beijing.	The capital of Jack's country is [MASK].	Warsaw	Santiago	Jakarta	Helsinki	Paris	Beijing
Jack has a sister, played basketball and now lives in Poland, Daniel lives in Santiago, John lives in Jakarta, Joe lives in Helsinki, Jake lives in Paris and Rowan lives in Beijing.	The capital of Jack's country is [MASK].	Warsaw	Santiago	Jakarta	Helsinki	Paris	Beijing
Jack has a sister, played basketball, sang in a choir and now lives in Poland, Daniel lives in Santiago, John lives in Jakarta, Joe lives in Helsinki, Jake lives in Paris and Rowan lives in Beijing.	The capital of Jack's country is [MASK].	Warsaw	Santiago	Jakarta	Helsinki	Paris	Beijing
Joe lives in Poland, Jack lives in Santiago, Daniel lives in Jakarta, Jake lives in Paris, John lives in Beijing and Sebastian lives in Helsinki.	The capital of Joe's country is [MASK].	Warsaw	Santiago	Jakarta	Paris	Beijing	Helsinki
Joe has a sister and now lives in Poland, Jack lives in Santiago, Daniel lives in Jakarta, Jake lives in Paris, John lives in Beijing and Sebastian lives in Helsinki.	The capital of Joe's country is [MASK].	Warsaw	Santiago	Jakarta	Paris	Beijing	Helsinki
Joe has a sister, played basketball and now lives in Poland, Jack lives in Santiago, Daniel lives in Jakarta, Jake lives in Paris, John lives in Beijing and Sebastian lives in Helsinki.	The capital of Joe's country is [MASK].	Warsaw	Santiago	Jakarta	Paris	Beijing	Helsinki
Joe has a sister, played basketball, sang in a choir and now lives in Poland, Jack lives in Santiago, Daniel lives in Jakarta, Jake lives in Paris, John lives in Beijing and Sebastian lives in Helsinki.	The capital of Joe's country is [MASK].	Warsaw	Santiago	Jakarta	Paris	Beijing	Helsinki
Jake lives in Poland, Daniel lives in Santiago, Jack lives in Jakarta, Rowan lives in Paris, John lives in Helsinki and Joe lives in Beijing.	The capital of Jake's country is [MASK].	Warsaw	Santiago	Jakarta	Paris	Helsinki	Beijing
Jake has a sister and now lives in Poland, Daniel lives in Santiago, Jack lives in Jakarta, Rowan lives in Paris, John lives in Helsinki and Joe lives in Beijing.	The capital of Jake's country is [MASK].	Warsaw	Santiago	Jakarta	Paris	Helsinki	Beijing
Jake has a sister, played basketball and now lives in Poland, Daniel lives in Santiago, Jack lives in Jakarta, Rowan lives in Paris, John lives in Helsinki and Joe lives in Beijing.	The capital of Jake's country is [MASK].	Warsaw	Santiago	Jakarta	Paris	Helsinki	Beijing
Jake has a sister, played basketball, sang in a choir and now lives in Poland, Daniel lives in Santiago, Jack lives in Jakarta, Rowan lives in Paris, John lives in Helsinki and Joe lives in Beijing.	The capital of Jake's country is [MASK].	Warsaw	Santiago	Jakarta	Paris	Helsinki	Beijing
Joe lives in Poland, Jake lives in Beijing, Sebastian lives in Santiago, Daniel lives in Helsinki, Rowan lives in Paris and Jack lives in Jakarta.	The capital of Joe's country is [MASK].	Warsaw	Beijing	Santiago	Helsinki	Paris	Jakarta
Joe has a sister and now lives in Poland, Jake lives in Beijing, Sebastian lives in Santiago, Daniel lives in Helsinki, Rowan lives in Paris and Jack lives in Jakarta.	The capital of Joe's country is [MASK].	Warsaw	Beijing	Santiago	Helsinki	Paris	Jakarta
Joe has a sister, played basketball and now lives in Poland, Jake lives in Beijing, Sebastian lives in Santiago, Daniel lives in Helsinki, Rowan lives in Paris and Jack lives in Jakarta.	The capital of Joe's country is [MASK].	Warsaw	Beijing	Santiago	Helsinki	Paris	Jakarta
Joe has a sister, played basketball, sang in a choir and now lives in Poland, Jake lives in Beijing, Sebastian lives in Santiago, Daniel lives in Helsinki, Rowan lives in Paris and Jack lives in Jakarta.	The capital of Joe's country is [MASK].	Warsaw	Beijing	Santiago	Helsinki	Paris	Jakarta
Joe lives in Poland, Daniel lives in Beijing, Jake lives in Santiago, Sebastian lives in Helsinki, Rowan lives in Jakarta and Jack lives in Paris.	The capital of Joe's country is [MASK].	Warsaw	Beijing	Santiago	Helsinki	Jakarta	Paris
Joe has a sister and now lives in Poland, Daniel lives in Beijing, Jake lives in Santiago, Sebastian lives in Helsinki, Rowan lives in Jakarta and Jack lives in Paris.	The capital of Joe's country is [MASK].	Warsaw	Beijing	Santiago	Helsinki	Jakarta	Paris
Joe has a sister, played basketball and now lives in Poland, Daniel lives in Beijing, Jake lives in Santiago, Sebastian lives in Helsinki, Rowan lives in Jakarta and Jack lives in Paris.	The capital of Joe's country is [MASK].	Warsaw	Beijing	Santiago	Helsinki	Jakarta	Paris
Joe has a sister, played basketball, sang in a choir and now lives in Poland, Daniel lives in Beijing, Jake lives in Santiago, Sebastian lives in Helsinki, Rowan lives in Jakarta and Jack lives in Paris.	The capital of Joe's country is [MASK].	Warsaw	Beijing	Santiago	Helsinki	Jakarta	Paris
Jake lives in Poland, John lives in Beijing, Jack lives in Santiago, Sebastian lives in Paris, Daniel lives in Helsinki and Joe lives in Jakarta.	The capital of Jake's country is [MASK].	Warsaw	Beijing	Santiago	Paris	Helsinki	Jakarta
Jake has a sister and now lives in Poland, John lives in Beijing, Jack lives in Santiago, Sebastian lives in Paris, Daniel lives in Helsinki and Joe lives in Jakarta.	The capital of Jake's country is [MASK].	Warsaw	Beijing	Santiago	Paris	Helsinki	Jakarta
Jake has a sister, played basketball and now lives in Poland, John lives in Beijing, Jack lives in Santiago, Sebastian lives in Paris, Daniel lives in Helsinki and Joe lives in Jakarta.	The capital of Jake's country is [MASK].	Warsaw	Beijing	Santiago	Paris	Helsinki	Jakarta
Jake has a sister, played basketball, sang in a choir and now lives in Poland, John lives in Beijing, Jack lives in Santiago, Sebastian lives in Paris, Daniel lives in Helsinki and Joe lives in Jakarta.	The capital of Jake's country is [MASK].	Warsaw	Beijing	Santiago	Paris	Helsinki	Jakarta
Sebastian lives in Poland, Daniel lives in Beijing, Jake lives in Santiago, Joe lives in Paris, John lives in Jakarta and Jack lives in Helsinki.	The capital of Sebastian's country is [MASK].	Warsaw	Beijing	Santiago	Paris	Jakarta	Helsinki
Sebastian has a sister and now lives in Poland, Daniel lives in Beijing, Jake lives in Santiago, Joe lives in Paris, John lives in Jakarta and Jack lives in Helsinki.	The capital of Sebastian's country is [MASK].	Warsaw	Beijing	Santiago	Paris	Jakarta	Helsinki
Sebastian has a sister, played basketball and now lives in Poland, Daniel lives in Beijing, Jake lives in Santiago, Joe lives in Paris, John lives in Jakarta and Jack lives in Helsinki.	The capital of Sebastian's country is [MASK].	Warsaw	Beijing	Santiago	Paris	Jakarta	Helsinki
Sebastian has a sister, played basketball, sang in a choir and now lives in Poland, Daniel lives in Beijing, Jake lives in Santiago, Joe lives in Paris, John lives in Jakarta and Jack lives in Helsinki.	The capital of Sebastian's country is [MASK].	Warsaw	Beijing	Santiago	Paris	Jakarta	Helsinki
Rowan lives in Poland, Daniel lives in Beijing, Jack lives in Santiago, Jake lives in Jakarta, Joe lives in Helsinki and John lives in Paris.	The capital of Rowan's country is [MASK].	Warsaw	Beijing	Santiago	Jakarta	Helsinki	Paris
Rowan has a sister and now lives in Poland, Daniel lives in Beijing, Jack lives in Santiago, Jake lives in Jakarta, Joe lives in Helsinki and John lives in Paris.	The capital of Rowan's country is [MASK].	Warsaw	Beijing	Santiago	Jakarta	Helsinki	Paris
Rowan has a sister, played basketball and now lives in Poland, Daniel lives in Beijing, Jack lives in Santiago, Jake lives in Jakarta, Joe lives in Helsinki and John lives in Paris.	The capital of Rowan's country is [MASK].	Warsaw	Beijing	Santiago	Jakarta	Helsinki	Paris
Rowan has a sister, played basketball, sang in a choir and now lives in Poland, Daniel lives in Beijing, Jack lives in Santiago, Jake lives in Jakarta, Joe lives in Helsinki and John lives in Paris.	The capital of Rowan's country is [MASK].	Warsaw	Beijing	Santiago	Jakarta	Helsinki	Paris
Sebastian lives in Poland, John lives in Beijing, Daniel lives in Santiago, Jack lives in Jakarta, Jake lives in Paris and Joe lives in Helsinki.	The capital of Sebastian's country is [MASK].	Warsaw	Beijing	Santiago	Jakarta	Paris	Helsinki
Sebastian has a sister and now lives in Poland, John lives in Beijing, Daniel lives in Santiago, Jack lives in Jakarta, Jake lives in Paris and Joe lives in Helsinki.	The capital of Sebastian's country is [MASK].	Warsaw	Beijing	Santiago	Jakarta	Paris	Helsinki
Sebastian has a sister, played basketball and now lives in Poland, John lives in Beijing, Daniel lives in Santiago, Jack lives in Jakarta, Jake lives in Paris and Joe lives in Helsinki.	The capital of Sebastian's country is [MASK].	Warsaw	Beijing	Santiago	Jakarta	Paris	Helsinki
Sebastian has a sister, played basketball, sang in a choir and now lives in Poland, John lives in Beijing, Daniel lives in Santiago, Jack lives in Jakarta, Jake lives in Paris and Joe lives in Helsinki.	The capital of Sebastian's country is [MASK].	Warsaw	Beijing	Santiago	Jakarta	Paris	Helsinki
John lives in Poland, Daniel lives in Beijing, Rowan lives in Helsinki, Sebastian lives in Santiago, Joe lives in Paris and Jake lives in Jakarta.	The capital of John's country is [MASK].	Warsaw	Beijing	Helsinki	Santiago	Paris	Jakarta
John has a sister and now lives in Poland, Daniel lives in Beijing, Rowan lives in Helsinki, Sebastian lives in Santiago, Joe lives in Paris and Jake lives in Jakarta.	The capital of John's country is [MASK].	Warsaw	Beijing	Helsinki	Santiago	Paris	Jakarta
John has a sister, played basketball and now lives in Poland, Daniel lives in Beijing, Rowan lives in Helsinki, Sebastian lives in Santiago, Joe lives in Paris and Jake lives in Jakarta.	The capital of John's country is [MASK].	Warsaw	Beijing	Helsinki	Santiago	Paris	Jakarta
John has a sister, played basketball, sang in a choir and now lives in Poland, Daniel lives in Beijing, Rowan lives in Helsinki, Sebastian lives in Santiago, Joe lives in Paris and Jake lives in Jakarta.	The capital of John's country is [MASK].	Warsaw	Beijing	Helsinki	Santiago	Paris	Jakarta
Sebastian lives in Poland, Jake lives in Beijing, Jack lives in Helsinki, Daniel lives in Santiago, Joe lives in Jakarta and Rowan lives in Paris.	The capital of Sebastian's country is [MASK].	Warsaw	Beijing	Helsinki	Santiago	Jakarta	Paris
Sebastian has a sister and now lives in Poland, Jake lives in Beijing, Jack lives in Helsinki, Daniel lives in Santiago, Joe lives in Jakarta and Rowan lives in Paris.	The capital of Sebastian's country is [MASK].	Warsaw	Beijing	Helsinki	Santiago	Jakarta	Paris
Sebastian has a sister, played basketball and now lives in Poland, Jake lives in Beijing, Jack lives in Helsinki, Daniel lives in Santiago, Joe lives in Jakarta and Rowan lives in Paris.	The capital of Sebastian's country is [MASK].	Warsaw	Beijing	Helsinki	Santiago	Jakarta	Paris
Sebastian has a sister, played basketball, sang in a choir and now lives in Poland, Jake lives in Beijing, Jack lives in Helsinki, Daniel lives in Santiago, Joe lives in Jakarta and Rowan lives in Paris.	The capital of Sebastian's country is [MASK].	Warsaw	Beijing	Helsinki	Santiago	Jakarta	Paris
John lives in Poland, Daniel lives in Beijing, Sebastian lives in Helsinki, Jack lives in Paris, Jake lives in Santiago and Joe lives in Jakarta.	The capital of John's country is [MASK].	Warsaw	Beijing	Helsinki	Paris	Santiago	Jakarta
John has a sister and now lives in Poland, Daniel lives in Beijing, Sebastian lives in Helsinki, Jack lives in Paris, Jake lives in Santiago and Joe lives in Jakarta.	The capital of John's country is [MASK].	Warsaw	Beijing	Helsinki	Paris	Santiago	Jakarta
John has a sister, played basketball and now lives in Poland, Daniel lives in Beijing, Sebastian lives in Helsinki, Jack lives in Paris, Jake lives in Santiago and Joe lives in Jakarta.	The capital of John's country is [MASK].	Warsaw	Beijing	Helsinki	Paris	Santiago	Jakarta
John has a sister, played basketball, sang in a choir and now lives in Poland, Daniel lives in Beijing, Sebastian lives in Helsinki, Jack lives in Paris, Jake lives in Santiago and Joe lives in Jakarta.	The capital of John's country is [MASK].	Warsaw	Beijing	Helsinki	Paris	Santiago	Jakarta
