context	ending	target_occupation	attractor_1	attractor_2	attractor_3	attractor_4
John lives in Poland, Daniel lives in Helsinki, Jack lives in Beijing, Sebastian lives in Santiago and Joe lives in Jakarta.	The capital of John's country is [MASK].	Warsaw	Helsinki	Beijing	Santiago	Jakarta
John has a sister and now lives in Poland, Daniel lives in Helsinki, Jack lives in Beijing, Sebastian lives in Santiago and Joe lives in Jakarta.	The capital of John's country is [MASK].	Warsaw	Helsinki	Beijing	Santiago	Jakarta
John has a sister, played basketball and now lives in Poland, Daniel lives in Helsinki, Jack lives in Beijing, Sebastian lives in Santiago and Joe lives in Jakarta.	The capital of John's country is [MASK].	Warsaw	Helsinki	Beijing	Santiago	Jakarta
John has a sister, played basketball, sang in a choir and now lives in Poland, Daniel lives in Helsinki, Jack lives in Beijing, Sebastian lives in Santiago and Joe lives in Jakarta.	The capital of John's country is [MASK].	Warsaw	Helsinki	Beijing	Santiago	Jakarta
Joe lives in Poland, Jack lives in Helsinki, John lives in Beijing, Daniel lives in Paris and Jake lives in Santiago.	The capital of Joe's country is [MASK].	Warsaw	Helsinki	Beijing	Paris	Santiago
Joe has a sister and now lives in Poland, Jack lives in Helsinki, John lives in Beijing, Daniel lives in Paris and Jake lives in Santiago.	The capital of Joe's country is [MASK].	Warsaw	Helsinki	Beijing	Paris	Santiago
Joe has a sister, played basketball and now lives in Poland, Jack lives in Helsinki, John lives in Beijing, Daniel lives in Paris and Jake lives in Santiago.	The capital of Joe's country is [MASK].	Warsaw	Helsinki	Beijing	Paris	Santiago
Joe has a sister, played basketball, sang in a choir and now lives in Poland, Jack lives in Helsinki, John lives in Beijing, Daniel lives in Paris and Jake lives in Santiago.	The capital of Joe's country is [MASK].	Warsaw	Helsinki	Beijing	Paris	Santiago
Joe lives in Poland, Daniel lives in Helsinki, Jake lives in Beijing, John lives in Paris and Sebastian lives in Jakarta.	The capital of Joe's country is [MASK].	Warsaw	Helsinki	Beijing	Paris	Jakarta
Joe has a sister and now lives in Poland, Daniel lives in Helsinki, Jake lives in Beijing, John lives in Paris and Sebastian lives in Jakarta.	The capital of Joe's country is [MASK].	Warsaw	Helsinki	Beijing	Paris	Jakarta
Joe has a sister, played basketball and now lives in Poland, Daniel lives in Helsinki, Jake lives in Beijing, John lives in Paris and Sebastian lives in Jakarta.	The capital of Joe's country is [MASK].	Warsaw	Helsinki	Beijing	Paris	Jakarta
Joe has a sister, played basketball, sang in a choir and now lives in Poland, Daniel lives in Helsinki, Jake lives in Beijing, John lives in Paris and Sebastian lives in Jakarta.	The capital of Joe's country is [MASK].	Warsaw	Helsinki	Beijing	Paris	Jakarta
Daniel lives in Poland, Jack lives in Helsinki, Joe lives in Beijing, Jake lives in Jakarta and Sebastian lives in Santiago.	The capital of Daniel's country is [MASK].	Warsaw	Helsinki	Beijing	Jakarta	Santiago
Daniel has a sister and now lives in Poland, Jack lives in Helsinki, Joe lives in Beijing, Jake lives in Jakarta and Sebastian lives in Santiago.	The capital of Daniel's country is [MASK].	Warsaw	Helsinki	Beijing	Jakarta	Santiago
Daniel has a sister, played basketball and now lives in Poland, Jack lives in Helsinki, Joe lives in Beijing, Jake lives in Jakarta and Sebastian lives in Santiago.	The capital of Daniel's country is [MASK].	Warsaw	Helsinki	Beijing	Jakarta	Santiago
Daniel has a sister, played basketball, sang in a choir and now lives in Poland, Jack lives in Helsinki, Joe lives in Beijing, Jake lives in Jakarta and Sebastian lives in Santiago.	The capital of Daniel's country is [MASK].	Warsaw	Helsinki	Beijing	Jakarta	Santiago
Rowan lives in Poland, Joe lives in Helsinki, Daniel lives in Beijing, Sebastian lives in Jakarta and Jack lives in Paris.	The capital of Rowan's country is [MASK].	Warsaw	Helsinki	Beijing	Jakarta	Paris
Rowan has a sister and now lives in Poland, Joe lives in Helsinki, Daniel lives in Beijing, Sebastian lives in Jakarta and Jack lives in Paris.	The capital of Rowan's country is [MASK].	Warsaw	Helsinki	Beijing	Jakarta	Paris
Rowan has a sister, played basketball and now lives in Poland, Joe lives in Helsinki, Daniel lives in Beijing, Sebastian lives in Jakarta and Jack lives in Paris.	The capital of Rowan's country is [MASK].	Warsaw	Helsinki	Beijing	Jakarta	Paris
Rowan has a sister, played basketball, sang in a choir and now lives in Poland, Joe lives in Helsinki, Daniel lives in Beijing, Sebastian lives in Jakarta and Jack lives in Paris.	The capital of Rowan's country is [MASK].	Warsaw	Helsinki	Beijing	Jakarta	Paris
Rowan lives in Poland, Jake lives in Helsinki, Jack lives in Paris, John lives in Santiago and Daniel lives in Beijing.	The capital of Rowan's country is [MASK].	Warsaw	Helsinki	Paris	Santiago	Beijing
Rowan has a sister and now lives in Poland, Jake lives in Helsinki, Jack lives in Paris, John lives in Santiago and Daniel lives in Beijing.	The capital of Rowan's country is [MASK].	Warsaw	Helsinki	Paris	Santiago	Beijing
Rowan has a sister, played basketball and now lives in Poland, Jake lives in Helsinki, Jack lives in Paris, John lives in Santiago and Daniel lives in Beijing.	The capital of Rowan's country is [MASK].	Warsaw	Helsinki	Paris	Santiago	Beijing
Rowan has a sister, played basketball, sang in a choir and now lives in Poland, Jake lives in Helsinki, Jack lives in Paris, John lives in Santiago and Daniel lives in Beijing.	The capital of Rowan's country is [MASK].	Warsaw	Helsinki	Paris	Santiago	Beijing
John lives in Poland, Jack lives in Helsinki, Jake lives in Paris, Joe lives in Santiago and Rowan lives in Jakarta.	The capital of John's country is [MASK].	Warsaw	Helsinki	Paris	Santiago	Jakarta
John has a sister and now lives in Poland, Jack lives in Helsinki, Jake lives in Paris, Joe lives in Santiago and Rowan lives in Jakarta.	The capital of John's country is [MASK].	Warsaw	Helsinki	Paris	Santiago	Jakarta
John has a sister, played basketball and now lives in Poland, Jack lives in Helsinki, Jake lives in Paris, Joe lives in Santiago and Rowan lives in Jakarta.	The capital of John's country is [MASK].	Warsaw	Helsinki	Paris	Santiago	Jakarta
John has a sister, played basketball, sang in a choir and now lives in Poland, Jack lives in Helsinki, Jake lives in Paris, Joe lives in Santiago and Rowan lives in Jakarta.	The capital of John's country is [MASK].	Warsaw	Helsinki	Paris	Santiago	Jakarta
Jake lives in Poland, Sebastian lives in Helsinki, Jack lives in Paris, Daniel lives in Beijing and Joe lives in Santiago.	The capital of Jake's country is [MASK].	Warsaw	Helsinki	Paris	Beijing	Santiago
Jake has a sister and now lives in Poland, Sebastian lives in Helsinki, Jack lives in Paris, Daniel lives in Beijing and Joe lives in Santiago.	The capital of Jake's country is [MASK].	Warsaw	Helsinki	Paris	Beijing	Santiago
Jake has a sister, played basketball and now lives in Poland, Sebastian lives in Helsinki, Jack lives in Paris, Daniel lives in Beijing and Joe lives in Santiago.	The capital of Jake's country is [MASK].	Warsaw	Helsinki	Paris	Beijing	Santiago
Jake has a sister, played basketball, sang in a choir and now lives in Poland, Sebastian lives in Helsinki, Jack lives in Paris, Daniel lives in Beijing and Joe lives in Santiago.	The capital of Jake's country is [MASK].	Warsaw	Helsinki	Paris	Beijing	Santiago
Rowan lives in Poland, Jack lives in Helsinki, Daniel lives in Paris, John lives in Beijing and Joe lives in Jakarta.	The capital of Rowan's country is [MASK].	Warsaw	Helsinki	Paris	Beijing	Jakarta
Rowan has a sister and now lives in Poland, Jack lives in Helsinki, Daniel lives in Paris, John lives in Beijing and Joe lives in Jakarta.	The capital of Rowan's country is [MASK].	Warsaw	Helsinki	Paris	Beijing	Jakarta
Rowan has a sister, played basketball and now lives in Poland, Jack lives in Helsinki, Daniel lives in Paris, John lives in Beijing and Joe lives in Jakarta.	The capital of Rowan's country is [MASK].	Warsaw	Helsinki	Paris	Beijing	Jakarta
Rowan has a sister, played basketball, sang in a choir and now lives in Poland, Jack lives in Helsinki, Daniel lives in Paris, John lives in Beijing and Joe lives in Jakarta.	The capital of Rowan's country is [MASK].	Warsaw	Helsinki	Paris	Beijing	Jakarta
John lives in Poland, Jack lives in Helsinki, Jake lives in Paris, Rowan lives in Jakarta and Sebastian lives in Santiago.	The capital of John's country is [MASK].	Warsaw	Helsinki	Paris	Jakarta	Santiago
John has a sister and now lives in Poland, Jack lives in Helsinki, Jake lives in Paris, Rowan lives in Jakarta and Sebastian lives in Santiago.	The capital of John's country is [MASK].	Warsaw	Helsinki	Paris	Jakarta	Santiago
John has a sister, played basketball and now lives in Poland, Jack lives in Helsinki, Jake lives in Paris, Rowan lives in Jakarta and Sebastian lives in Santiago.	The capital of John's country is [MASK].	Warsaw	Helsinki	Paris	Jakarta	Santiago
John has a sister, played basketball, sang in a choir and now lives in Poland, Jack lives in Helsinki, Jake lives in Paris, Rowan lives in Jakarta and Sebastian lives in Santiago.	The capital of John's country is [MASK].	Warsaw	Helsinki	Paris	Jakarta	Santiago
Sebastian lives in Poland, Joe lives in Helsinki, Rowan lives in Paris, Daniel lives in Jakarta and Jake lives in Beijing.	The capital of Sebastian's country is [MASK].	Warsaw	Helsinki	Paris	Jakarta	Beijing
Sebastian has a sister and now lives in Poland, Joe lives in Helsinki, Rowan lives in Paris, Daniel lives in Jakarta and Jake lives in Beijing.	The capital of Sebastian's country is [MASK].	Warsaw	Helsinki	Paris	Jakarta	Beijing
Sebastian has a sister, played basketball and now lives in Poland, Joe lives in Helsinki, Rowan lives in Paris, Daniel lives in Jakarta and Jake lives in Beijing.	The capital of Sebastian's country is [MASK].	Warsaw	Helsinki	Paris	Jakarta	Beijing
Sebastian has a sister, played basketball, sang in a choir and now lives in Poland, Joe lives in Helsinki, Rowan lives in Paris, Daniel lives in Jakarta and Jake lives in Beijing.	The capital of Sebastian's country is [MASK].	Warsaw	Helsinki	Paris	Jakarta	Beijing
Jack lives in Poland, Rowan lives in Helsinki, Sebastian lives in Jakarta, Jake lives in Santiago and Daniel lives in Beijing.	The capital of Jack's country is [MASK].	Warsaw	Helsinki	Jakarta	Santiago	Beijing
Jack has a sister and now lives in Poland, Rowan lives in Helsinki, Sebastian lives in Jakarta, Jake lives in Santiago and Daniel lives in Beijing.	The capital of Jack's country is [MASK].	Warsaw	Helsinki	Jakarta	Santiago	Beijing
Jack has a sister, played basketball and now lives in Poland, Rowan lives in Helsinki, Sebastian lives in Jakarta, Jake lives in Santiago and Daniel lives in Beijing.	The capital of Jack's country is [MASK].	Warsaw	Helsinki	Jakarta	Santiago	Beijing
Jack has a sister, played basketball, sang in a choir and now lives in Poland, Rowan lives in Helsinki, Sebastian lives in Jakarta, Jake lives in Santiago and Daniel lives in Beijing.	The capital of Jack's country is [MASK].	Warsaw	Helsinki	Jakarta	Santiago	Beijing
John lives in Poland, Jack lives in Helsinki, Sebastian lives in Jakarta, Rowan lives in Santiago and Joe lives in Paris.	The capital of John's country is [MASK].	Warsaw	Helsinki	Jakarta	Santiago	Paris
John has a sister and now lives in Poland, Jack lives in Helsinki, Sebastian lives in Jakarta, Rowan lives in Santiago and Joe lives in Paris.	The capital of John's country is [MASK].	Warsaw	Helsinki	Jakarta	Santiago	Paris
John has a sister, played basketball and now lives in Poland, Jack lives in Helsinki, Sebastian lives in Jakarta, Rowan lives in Santiago and Joe lives in Paris.	The capital of John's country is [MASK].	Warsaw	Helsinki	Jakarta	Santiago	Paris
John has a sister, played basketball, sang in a choir and now lives in Poland, Jack lives in Helsinki, Sebastian lives in Jakarta, Rowan lives in Santiago and Joe lives in Paris.	The capital of John's country is [MASK].	Warsaw	Helsinki	Jakarta	Santiago	Paris
Rowan lives in Poland, Sebastian lives in Helsinki, John lives in Jakarta, Jake lives in Beijing and Jack lives in Santiago.	The capital of Rowan's country is [MASK].	Warsaw	Helsinki	Jakarta	Beijing	Santiago
Rowan has a sister and now lives in Poland, Sebastian lives in Helsinki, John lives in Jakarta, Jake lives in Beijing and Jack lives in Santiago.	The capital of Rowan's country is [MASK].	Warsaw	Helsinki	Jakarta	Beijing	Santiago
Rowan has a sister, played basketball and now lives in Poland, Sebastian lives in Helsinki, John lives in Jakarta, Jake lives in Beijing and Jack lives in Santiago.	The capital of Rowan's country is [MASK].	Warsaw	Helsinki	Jakarta	Beijing	Santiago
Rowan has a sister, played basketball, sang in a choir and now lives in Poland, Sebastian lives in Helsinki, John lives in Jakarta, Jake lives in Beijing and Jack lives in Santiago.	The capital of Rowan's country is [MASK].	Warsaw	Helsinki	Jakarta	Beijing	Santiago
Daniel lives in Poland, Sebastian lives in Helsinki, Jake lives in Jakarta, Rowan lives in Beijing and Joe lives in Paris.	The capital of Daniel's country is [MASK].	Warsaw	Helsinki	Jakarta	Beijing	Paris
Daniel has a sister and now lives in Poland, Sebastian lives in Helsinki, Jake lives in Jakarta, Rowan lives in Beijing and Joe lives in Paris.	The capital of Daniel's country is [MASK].	Warsaw	Helsinki	Jakarta	Beijing	Paris
Daniel has a sister, played basketball and now lives in Poland, Sebastian lives in Helsinki, Jake lives in Jakarta, Rowan lives in Beijing and Joe lives in Paris.	The capital of Daniel's country is [MASK].	Warsaw	Helsinki	Jakarta	Beijing	Paris
Daniel has a sister, played basketball, sang in a choir and now lives in Poland, Sebastian lives in Helsinki, Jake lives in Jakarta, Rowan lives in Beijing and Joe lives in Paris.	The capital of Daniel's country is [MASK].	Warsaw	Helsinki	Jakarta	Beijing	Paris
Jake lives in Poland, Jack lives in Helsinki, Daniel lives in Jakarta, Sebastian lives in Paris and John lives in Santiago.	The capital of Jake's country is [MASK].	Warsaw	Helsinki	Jakarta	Paris	Santiago
Jake has a sister and now lives in Poland, Jack lives in Helsinki, Daniel lives in Jakarta, Sebastian lives in Paris and John lives in Santiago.	The capital of Jake's country is [MASK].	Warsaw	Helsinki	Jakarta	Paris	Santiago
Jake has a sister, played basketball and now lives in Poland, Jack lives in Helsinki, Daniel lives in Jakarta, Sebastian lives in Paris and John lives in Santiago.	The capital of Jake's country is [MASK].	Warsaw	Helsinki	Jakarta	Paris	Santiago
Jake has a sister, played basketball, sang in a choir and now lives in Poland, Jack lives in Helsinki, Daniel lives in Jakarta, Sebastian lives in Paris and John lives in Santiago.	The capital of Jake's country is [MASK].	Warsaw	Helsinki	Jakarta	Paris	Santiago
Rowan lives in Poland, Sebastian lives in Helsinki, Joe lives in Jakarta, Daniel lives in Paris and John lives in Beijing.	The capital of Rowan's country is [MASK].	Warsaw	Helsinki	Jakarta	Paris	Beijing
Rowan has a sister and now lives in Poland, Sebastian lives in Helsinki, Joe lives in Jakarta, Daniel lives in Paris and John lives in Beijing.	The capital of Rowan's country is [MASK].	Warsaw	Helsinki	Jakarta	Paris	Beijing
Rowan has a sister, played basketball and now lives in Poland, Sebastian lives in Helsinki, Joe lives in Jakarta, Daniel lives in Paris and John lives in Beijing.	The capital of Rowan's country is [MASK].	Warsaw	Helsinki	Jakarta	Paris	Beijing
Rowan has a sister, played basketball, sang in a choir and now lives in Poland, Sebastian lives in Helsinki, Joe lives in Jakarta, Daniel lives in Paris and John lives in Beijing.	The capital of Rowan's country is [MASK].	Warsaw	Helsinki	Jakarta	Paris	Beijing
Jake lives in Poland, John lives in Paris, Joe lives in Santiago, Jack lives in Beijing and Rowan lives in Helsinki.	The capital of Jake's country is [MASK].	Warsaw	Paris	Santiago	Beijing	Helsinki
Jake has a sister and now lives in Poland, John lives in Paris, Joe lives in Santiago, Jack lives in Beijing and Rowan lives in Helsinki.	The capital of Jake's country is [MASK].	Warsaw	Paris	Santiago	Beijing	Helsinki
Jake has a sister, played basketball and now lives in Poland, John lives in Paris, Joe lives in Santiago, Jack lives in Beijing and Rowan lives in Helsinki.	The capital of Jake's country is [MASK].	Warsaw	Paris	Santiago	Beijing	Helsinki
Jake has a sister, played basketball, sang in a choir and now lives in Poland, John lives in Paris, Joe lives in Santiago, Jack lives in Beijing and Rowan lives in Helsinki.	The capital of Jake's country is [MASK].	Warsaw	Paris	Santiago	Beijing	Helsinki
Jake lives in Poland, John lives in Paris, Joe lives in Santiago, Rowan lives in Beijing and Daniel lives in Jakarta.	The capital of Jake's country is [MASK].	Warsaw	Paris	Santiago	Beijing	Jakarta
Jake has a sister and now lives in Poland, John lives in Paris, Joe lives in Santiago, Rowan lives in Beijing and Daniel lives in Jakarta.	The capital of Jake's country is [MASK].	Warsaw	Paris	Santiago	Beijing	Jakarta
Jake has a sister, played basketball and now lives in Poland, John lives in Paris, Joe lives in Santiago, Rowan lives in Beijing and Daniel lives in Jakarta.	The capital of Jake's country is [MASK].	Warsaw	Paris	Santiago	Beijing	Jakarta
Jake has a sister, played basketball, sang in a choir and now lives in Poland, John lives in Paris, Joe lives in Santiago, Rowan lives in Beijing and Daniel lives in Jakarta.	The capital of Jake's country is [MASK].	Warsaw	Paris	Santiago	Beijing	Jakarta
Daniel lives in Poland, John lives in Paris, Joe lives in Santiago, Jack lives in Helsinki and Rowan lives in Beijing.	The capital of Daniel's country is [MASK].	Warsaw	Paris	Santiago	Helsinki	Beijing
Daniel has a sister and now lives in Poland, John lives in Paris, Joe lives in Santiago, Jack lives in Helsinki and Rowan lives in Beijing.	The capital of Daniel's country is [MASK].	Warsaw	Paris	Santiago	Helsinki	Beijing
Daniel has a sister, played basketball and now lives in Poland, John lives in Paris, Joe lives in Santiago, Jack lives in Helsinki and Rowan lives in Beijing.	The capital of Daniel's country is [MASK].	Warsaw	Paris	Santiago	Helsinki	Beijing
Daniel has a sister, played basketball, sang in a choir and now lives in Poland, John lives in Paris, Joe lives in Santiago, Jack lives in Helsinki and Rowan lives in Beijing.	The capital of Daniel's country is [MASK].	Warsaw	Paris	Santiago	Helsinki	Beijing
Joe lives in Poland, John lives in Paris, Rowan lives in Santiago, Jack lives in Helsinki and Jake lives in Jakarta.	The capital of Joe's country is [MASK].	Warsaw	Paris	Santiago	Helsinki	Jakarta
Joe has a sister and now lives in Poland, John lives in Paris, Rowan lives in Santiago, Jack lives in Helsinki and Jake lives in Jakarta.	The capital of Joe's country is [MASK].	Warsaw	Paris	Santiago	Helsinki	Jakarta
Joe has a sister, played basketball and now lives in Poland, John lives in Paris, Rowan lives in Santiago, Jack lives in Helsinki and Jake lives in Jakarta.	The capital of Joe's country is [MASK].	Warsaw	Paris	Santiago	Helsinki	Jakarta
Joe has a sister, played basketball, sang in a choir and now lives in Poland, John lives in Paris, Rowan lives in Santiago, Jack lives in Helsinki and Jake lives in Jakarta.	The capital of Joe's country is [MASK].	Warsaw	Paris	Santiago	Helsinki	Jakarta
Sebastian lives in Poland, Rowan lives in Paris, Jake lives in Santiago, John lives in Jakarta and Jack lives in Beijing.	The capital of Sebastian's country is [MASK].	Warsaw	Paris	Santiago	Jakarta	Beijing
Sebastian has a sister and now lives in Poland, Rowan lives in Paris, Jake lives in Santiago, John lives in Jakarta and Jack lives in Beijing.	The capital of Sebastian's country is [MASK].	Warsaw	Paris	Santiago	Jakarta	Beijing
Sebastian has a sister, played basketball and now lives in Poland, Rowan lives in Paris, Jake lives in Santiago, John lives in Jakarta and Jack lives in Beijing.	The capital of Sebastian's country is [MASK].	Warsaw	Paris	Santiago	Jakarta	Beijing
Sebastian has a sister, played basketball, sang in a choir and now lives in Poland, Rowan lives in Paris, Jake lives in Santiago, John lives in Jakarta and Jack lives in Beijing.	The capital of Sebastian's country is [MASK].	Warsaw	Paris	Santiago	Jakarta	Beijing
John lives in Poland, Jake lives in Paris, Jack lives in Santiago, Joe lives in Jakarta and Sebastian lives in Helsinki.	The capital of John's country is [MASK].	Warsaw	Paris	Santiago	Jakarta	Helsinki
John has a sister and now lives in Poland, Jake lives in Paris, Jack lives in Santiago, Joe lives in Jakarta and Sebastian lives in Helsinki.	The capital of John's country is [MASK].	Warsaw	Paris	Santiago	Jakarta	Helsinki
John has a sister, played basketball and now lives in Poland, Jake lives in Paris, Jack lives in Santiago, Joe lives in Jakarta and Sebastian lives in Helsinki.	The capital of John's country is [MASK].	Warsaw	Paris	Santiago	Jakarta	Helsinki
John has a sister, played basketball, sang in a choir and now lives in Poland, Jake lives in Paris, Jack lives in Santiago, Joe lives in Jakarta and Sebastian lives in Helsinki.	The capital of John's country is [MASK].	Warsaw	Paris	Santiago	Jakarta	Helsinki
Joe lives in Poland, Daniel lives in Paris, John lives in Beijing, Sebastian lives in Santiago and Rowan lives in Helsinki.	The capital of Joe's country is [MASK].	Warsaw	Paris	Beijing	Santiago	Helsinki
Joe has a sister and now lives in Poland, Daniel lives in Paris, John lives in Beijing, Sebastian lives in Santiago and Rowan lives in Helsinki.	The capital of Joe's country is [MASK].	Warsaw	Paris	Beijing	Santiago	Helsinki
Joe has a sister, played basketball and now lives in Poland, Daniel lives in Paris, John lives in Beijing, Sebastian lives in Santiago and Rowan lives in Helsinki.	The capital of Joe's country is [MASK].	Warsaw	Paris	Beijing	Santiago	Helsinki
Joe has a sister, played basketball, sang in a choir and now lives in Poland, Daniel lives in Paris, John lives in Beijing, Sebastian lives in Santiago and Rowan lives in Helsinki.	The capital of Joe's country is [MASK].	Warsaw	Paris	Beijing	Santiago	Helsinki
John lives in Poland, Sebastian lives in Paris, Jack lives in Beijing, Rowan lives in Santiago and Jake lives in Jakarta.	The capital of John's country is [MASK].	Warsaw	Paris	Beijing	Santiago	Jakarta
John has a sister and now lives in Poland, Sebastian lives in Paris, Jack lives in Beijing, Rowan lives in Santiago and Jake lives in Jakarta.	The capital of John's country is [MASK].	Warsaw	Paris	Beijing	Santiago	Jakarta
John has a sister, played basketball and now lives in Poland, Sebastian lives in Paris, Jack lives in Beijing, Rowan lives in Santiago and Jake lives in Jakarta.	The capital of John's country is [MASK].	Warsaw	Paris	Beijing	Santiago	Jakarta
John has a sister, played basketball, sang in a choir and now lives in Poland, Sebastian lives in Paris, Jack lives in Beijing, Rowan lives in Santiago and Jake lives in Jakarta.	The capital of John's country is [MASK].	Warsaw	Paris	Beijing	Santiago	Jakarta
Joe lives in Poland, Daniel lives in Paris, Rowan lives in Beijing, John lives in Helsinki and Jack lives in Santiago.	The capital of Joe's country is [MASK].	Warsaw	Paris	Beijing	Helsinki	Santiago
Joe has a sister and now lives in Poland, Daniel lives in Paris, Rowan lives in Beijing, John lives in Helsinki and Jack lives in Santiago.	The capital of Joe's country is [MASK].	Warsaw	Paris	Beijing	Helsinki	Santiago
Joe has a sister, played basketball and now lives in Poland, Daniel lives in Paris, Rowan lives in Beijing, John lives in Helsinki and Jack lives in Santiago.	The capital of Joe's country is [MASK].	Warsaw	Paris	Beijing	Helsinki	Santiago
Joe has a sister, played basketball, sang in a choir and now lives in Poland, Daniel lives in Paris, Rowan lives in Beijing, John lives in Helsinki and Jack lives in Santiago.	The capital of Joe's country is [MASK].	Warsaw	Paris	Beijing	Helsinki	Santiago
John lives in Poland, Jack lives in Paris, Daniel lives in Beijing, Rowan lives in Helsinki and Joe lives in Jakarta.	The capital of John's country is [MASK].	Warsaw	Paris	Beijing	Helsinki	Jakarta
John has a sister and now lives in Poland, Jack lives in Paris, Daniel lives in Beijing, Rowan lives in Helsinki and Joe lives in Jakarta.	The capital of John's country is [MASK].	Warsaw	Paris	Beijing	Helsinki	Jakarta
John has a sister, played basketball and now lives in Poland, Jack lives in Paris, Daniel lives in Beijing, Rowan lives in Helsinki and Joe lives in Jakarta.	The capital of John's country is [MASK].	Warsaw	Paris	Beijing	Helsinki	Jakarta
John has a sister, played basketball, sang in a choir and now lives in Poland, Jack lives in Paris, Daniel lives in Beijing, Rowan lives in Helsinki and Joe lives in Jakarta.	The capital of John's country is [MASK].	Warsaw	Paris	Beijing	Helsinki	Jakarta
Sebastian lives in Poland, Jack lives in Paris, John lives in Beijing, Jake lives in Jakarta and Joe lives in Santiago.	The capital of Sebastian's country is [MASK].	Warsaw	Paris	Beijing	Jakarta	Santiago
Sebastian has a sister and now lives in Poland, Jack lives in Paris, John lives in Beijing, Jake lives in Jakarta and Joe lives in Santiago.	The capital of Sebastian's country is [MASK].	Warsaw	Paris	Beijing	Jakarta	Santiago
Sebastian has a sister, played basketball and now lives in Poland, Jack lives in Paris, John lives in Beijing, Jake lives in Jakarta and Joe lives in Santiago.	The capital of Sebastian's country is [MASK].	Warsaw	Paris	Beijing	Jakarta	Santiago
Sebastian has a sister, played basketball, sang in a choir and now lives in Poland, Jack lives in Paris, John lives in Beijing, Jake lives in Jakarta and Joe lives in Santiago.	The capital of Sebastian's country is [MASK].	Warsaw	Paris	Beijing	Jakarta	Santiago
Jake lives in Poland, John lives in Paris, Jack lives in Beijing, Daniel lives in Jakarta and Joe lives in Helsinki.	The capital of Jake's country is [MASK].	Warsaw	Paris	Beijing	Jakarta	Helsinki
Jake has a sister and now lives in Poland, John lives in Paris, Jack lives in Beijing, Daniel lives in Jakarta and Joe lives in Helsinki.	The capital of Jake's country is [MASK].	Warsaw	Paris	Beijing	Jakarta	Helsinki
Jake has a sister, played basketball and now lives in Poland, John lives in Paris, Jack lives in Beijing, Daniel lives in Jakarta and Joe lives in Helsinki.	The capital of Jake's country is [MASK].	Warsaw	Paris	Beijing	Jakarta	Helsinki
Jake has a sister, played basketball, sang in a choir and now lives in Poland, John lives in Paris, Jack lives in Beijing, Daniel lives in Jakarta and Joe lives in Helsinki.	The capital of Jake's country is [MASK].	Warsaw	Paris	Beijing	Jakarta	Helsinki
Daniel lives in Poland, Joe lives in Paris, Rowan lives in Helsinki, Jack lives in Santiago and Sebastian lives in Beijing.	The capital of Daniel's country is [MASK].	Warsaw	Paris	Helsinki	Santiago	Beijing
Daniel has a sister and now lives in Poland, Joe lives in Paris, Rowan lives in Helsinki, Jack lives in Santiago and Sebastian lives in Beijing.	The capital of Daniel's country is [MASK].	Warsaw	Paris	Helsinki	Santiago	Beijing
Daniel has a sister, played basketball and now lives in Poland, Joe lives in Paris, Rowan lives in Helsinki, Jack lives in Santiago and Sebastian lives in Beijing.	The capital of Daniel's country is [MASK].	Warsaw	Paris	Helsinki	Santiago	Beijing
Daniel has a sister, played basketball, sang in a choir and now lives in Poland, Joe lives in Paris, Rowan lives in Helsinki, Jack lives in Santiago and Sebastian lives in Beijing.	The capital of Daniel's country is [MASK].	Warsaw	Paris	Helsinki	Santiago	Beijing
Rowan lives in Poland, Joe lives in Paris, Sebastian lives in Helsinki, John lives in Santiago and Jake lives in Jakarta.	The capital of Rowan's country is [MASK].	Warsaw	Paris	Helsinki	Santiago	Jakarta
Rowan has a sister and now lives in Poland, Joe lives in Paris, Sebastian lives in Helsinki, John lives in Santiago and Jake lives in Jakarta.	The capital of Rowan's country is [MASK].	Warsaw	Paris	Helsinki	Santiago	Jakarta
Rowan has a sister, played basketball and now lives in Poland, Joe lives in Paris, Sebastian lives in Helsinki, John lives in Santiago and Jake lives in Jakarta.	The capital of Rowan's country is [MASK].	Warsaw	Paris	Helsinki	Santiago	Jakarta
Rowan has a sister, played basketball, sang in a choir and now lives in Poland, Joe lives in Paris, Sebastian lives in Helsinki, John lives in Santiago and Jake lives in Jakarta.	The capital of Rowan's country is [MASK].	Warsaw	Paris	Helsinki	Santiago	Jakarta
John lives in Poland, Joe lives in Paris, Daniel lives in Helsinki, Sebastian lives in Beijing and Jack lives in Santiago.	The capital of John's country is [MASK].	Warsaw	Paris	Helsinki	Beijing	Santiago
John has a sister and now lives in Poland, Joe lives in Paris, Daniel lives in Helsinki, Sebastian lives in Beijing and Jack lives in Santiago.	The capital of John's country is [MASK].	Warsaw	Paris	Helsinki	Beijing	Santiago
John has a sister, played basketball and now lives in Poland, Joe lives in Paris, Daniel lives in Helsinki, Sebastian lives in Beijing and Jack lives in Santiago.	The capital of John's country is [MASK].	Warsaw	Paris	Helsinki	Beijing	Santiago
John has a sister, played basketball, sang in a choir and now lives in Poland, Joe lives in Paris, Daniel lives in Helsinki, Sebastian lives in Beijing and Jack lives in Santiago.	The capital of John's country is [MASK].	Warsaw	Paris	Helsinki	Beijing	Santiago
Rowan lives in Poland, John lives in Paris, Daniel lives in Helsinki, Jake lives in Beijing and Jack lives in Jakarta.	The capital of Rowan's country is [MASK].	Warsaw	Paris	Helsinki	Beijing	Jakarta
